id,baseline/000,baseline/001,baseline/002,baseline/003,baseline/004,baseline/005,baseline/006,baseline/007,baseline/008,baseline/009,baseline/010,baseline/011,baseline/012,holdout/000,holdout/001,holdout/002,holdout/003,holdout/004,holdout/005
./spec/iriq/cli_e2e_spec.rb[1:1],284940,298120,287520,309263,307009,366178,378166,290448,490446,418738,286623,282493,274658,210601,190954,202933,192461,185852,193418
./spec/iriq/cli_e2e_spec.rb[1:2],242147,233202,303570,328135,435545,379082,449336,259115,418764,399179,251936,265535,260999,272052,182805,197331,194752,174974,195966
./spec/iriq/cli_e2e_spec.rb[1:3],236150,239628,260864,284794,358936,342218,372911,252516,411857,536424,264687,242388,276692,371279,203844,193675,237869,179071,206539
./spec/iriq/cli_e2e_spec.rb[1:4],224056,265707,252276,299130,266834,533156,446095,272068,1112743,408706,313719,232317,301277,325242,194785,194605,275981,186640,200011
./spec/iriq/cli_e2e_spec.rb[1:5],225658,229147,299746,366159,262140,410062,534514,256177,1415396,404834,257729,249333,347128,370531,206343,192171,380367,189420,207225
./spec/iriq/cli_e2e_spec.rb[1:6],245512,249219,279679,417928,295009,498363,392061,259133,1116547,530396,259901,275711,262224,515004,217812,196324,233559,194353,216224
./spec/iriq/cli_e2e_spec.rb[1:8],238288,253884,261575,339117,358060,600378,409610,247237,512266,406385,290737,265005,292321,439302,203636,207049,204627,187974,189920
./spec/iriq/cli_e2e_spec.rb[1:7:1],711667,1012874,977804,903418,950940,1391370,1362875,1154381,1310905,3248984,891737,834851,746276,868475,661027,589940,582448,581596,600050
./spec/iriq/cli_e2e_spec.rb[1:7:2],450925,657780,672283,623885,513706,855153,910853,647383,580477,1090372,557807,615972,472650,544754,406626,396137,394871,385181,415166
./spec/iriq/cli_e2e_spec.rb[1:7:3],453754,644456,629628,612821,593098,1967097,794530,630208,641889,638826,555176,620158,473460,830127,384692,407232,352005,388773,401510
./spec/iriq/cli_e2e_spec.rb[1:9:1],340047,546950,494798,398019,634747,2089560,1905798,573202,427530,432117,538531,477472,348092,483781,298962,485723,264641,278440,327229
./spec/iriq/cli_e2e_spec.rb[1:9:2],618521,1075444,1196587,678396,758613,1425073,1710219,1068094,818835,727092,882951,829377,592672,782218,508103,608738,451906,501674,542508
./spec/iriq/cli_e2e_spec.rb[1:9:3],870401,1608796,2046202,975501,981526,1532908,1767975,1444151,1180132,1185409,1387992,1099896,929797,1025935,728703,1181292,645659,689820,758876
./spec/iriq/cli_spec.rb[1:1:1],589,977,811,585,613,717,741,759,614,686,644,713,706,569,589,1098,532,603,980
./spec/iriq/cli_spec.rb[1:1:2],330,436,526,336,346,405,439,415,371,385,373,380,380,291,305,888,298,282,390
./spec/iriq/cli_spec.rb[1:1:3],300,363,397,329,327,378,392,395,341,359,348,352,337,288,271,766,267,268,425
./spec/iriq/cli_spec.rb[1:1:4],355,415,608,385,390,451,475,1023,401,428,425,429,378,313,321,764,323,303,398
./spec/iriq/cli_spec.rb[1:1:5],640,790,858,698,749,819,1030,1573,752,825,778,771,728,635,658,1485,589,627,904
./spec/iriq/cli_spec.rb[1:2:1],437,515,547,452,473,532,1081,1150,481,531,488,518,471,407,396,1009,356,405,502
./spec/iriq/cli_spec.rb[1:2:2],537,641,1192,596,601,703,1230,1532,633,658,623,633,597,524,489,1558,464,498,545
./spec/iriq/cli_spec.rb[1:2:3],312,371,419,344,341,397,712,836,371,372,365,367,357,286,289,936,267,303,336
./spec/iriq/cli_spec.rb[1:2:4],314,344,1124,355,348,383,839,1225,390,334,361,378,381,279,263,336,280,265,457
./spec/iriq/cli_spec.rb[1:2:5],444,463,553,456,439,545,1076,639,490,458,491,508,442,413,359,398,374,320,459
./spec/iriq/cli_spec.rb[1:2:6],1083,1137,3199,909,10837,1223,1434,1182,1135,1047,1000,1580,996,1032,931,2681,728,861,885
./spec/iriq/cli_spec.rb[1:3:1],602,450,2377,400,419,837,596,520,671,474,444,491,404,540,345,1117,318,328,386
./spec/iriq/cli_spec.rb[1:3:2],563,405,880,358,358,627,460,446,601,409,389,394,379,496,1727,3978,275,307,308
./spec/iriq/cli_spec.rb[1:3:3],1791,313,2592,1644,1708,2120,2244,3375,1758,316,1731,2252,284,1737,261,821,1560,1749,1824
./spec/iriq/cli_spec.rb[1:3:4:1],1393,3190,2089,1546,1539,1805,2148,2416,1637,3072,1653,1703,3044,1297,1264,2271,1196,1259,1334
./spec/iriq/cli_spec.rb[1:3:4:2],244,299,405,276,254,320,344,836,280,299,292,305,306,228,232,650,206,233,239
./spec/iriq/cli_spec.rb[1:4:1],477,515,669,453,452,526,662,1214,479,521,511,566,489,435,831,1819,384,722,436
./spec/iriq/cli_spec.rb[1:4:2],716,857,1005,742,731,908,985,2093,806,806,809,970,773,674,309,863,636,324,848
./spec/iriq/cli_spec.rb[1:4:3],328,394,5907,353,355,425,449,732,391,387,394,409,371,308,307,803,288,310,341
./spec/iriq/cli_spec.rb[1:5:1],606,374,1561,665,339,857,1262,828,362,381,377,377,347,291,578,685,276,604,631
./spec/iriq/cli_spec.rb[1:5:2],284,694,2512,315,307,376,865,367,671,681,698,734,656,600,253,297,517,270,760
./spec/iriq/cli_spec.rb[1:5:3],302,356,450,336,337,390,752,2318,364,369,358,366,336,284,481,519,259,273,328
./spec/iriq/cli_spec.rb[1:5:4],515,329,1668,591,575,666,1468,1541,581,336,584,646,547,485,245,265,441,475,547
./spec/iriq/cli_spec.rb[1:5:5],268,588,714,306,336,356,890,686,321,599,326,323,302,249,244,262,233,245,269
./spec/iriq/cli_spec.rb[1:5:6],316,350,711,316,360,369,1413,694,345,343,345,349,321,285,382,411,254,264,283
./spec/iriq/cli_spec.rb[1:5:7],425,491,955,452,503,539,1043,960,467,332,483,483,451,389,250,266,356,375,414
./spec/iriq/cli_spec.rb[1:5:8],292,349,754,322,361,379,724,827,343,499,350,347,332,268,271,294,251,269,682
./spec/iriq/cli_spec.rb[1:5:9],523,1330,1046,583,741,689,1098,8632,721,630,724,726,588,487,541,574,522,562,528
./spec/iriq/cli_spec.rb[1:6:1],462,1133,860,506,449,615,900,655,439,547,442,447,487,423,365,374,331,355,490
./spec/iriq/cli_spec.rb[1:7:1],9517,953,397,313,348,381,425,361,330,340,341,340,314,256,365,271,243,262,272
./spec/iriq/cli_spec.rb[1:8:1],2204,1289,785,662,732,754,1279,1109,682,10549,683,709,638,564,456,474,534,532,878
./spec/iriq/cli_spec.rb[1:8:2],806,1100,461,380,413,12989,651,1059,410,576,411,414,376,317,312,334,304,313,881
./spec/iriq/cli_spec.rb[1:8:3],952,937,429,354,378,549,917,821,376,413,387,381,361,294,407,409,278,295,606
./spec/iriq/cli_spec.rb[1:8:4],899,890,524,480,469,1376,1232,749,503,427,508,498,473,406,277,299,386,372,419
./spec/iriq/cli_spec.rb[1:8:5],473,1244,423,355,380,657,1045,780,376,557,388,386,356,301,298,315,276,296,328
./spec/iriq/cli_spec.rb[1:8:6],436,771,525,444,476,655,1305,991,466,541,469,473,447,370,380,403,347,369,417
./spec/iriq/cli_spec.rb[1:8:7],362,471,448,383,443,470,1186,507,435,457,438,447,417,344,313,327,316,322,342
./spec/iriq/cli_spec.rb[1:8:8],331,413,2272,349,369,417,1026,409,377,415,379,376,349,289,288,303,272,285,310
./spec/iriq/cli_spec.rb[1:8:9],318,401,467,352,366,406,1065,391,384,424,371,372,348,287,280,297,271,278,301
./spec/iriq/cli_spec.rb[1:8:11],580,725,1040,636,690,1272,1540,1576,695,791,702,692,649,536,518,560,498,532,557
./spec/iriq/cli_spec.rb[1:8:12],557,691,779,621,665,2539,1365,1622,659,745,662,665,622,509,509,531,484,508,525
./spec/iriq/cli_spec.rb[1:8:13],566,724,1926,645,681,786,1354,1432,672,754,696,690,633,523,511,569,491,522,549
./spec/iriq/cli_spec.rb[1:8:14],427,528,925,481,514,584,1028,1383,515,604,535,518,482,397,397,438,371,401,420
./spec/iriq/cli_spec.rb[1:8:15],314,389,1145,357,376,422,1593,451,370,1029,388,376,356,294,295,318,272,288,306
./spec/iriq/cli_spec.rb[1:8:10:1],388,470,524,407,451,505,903,523,446,590,455,447,421,355,339,382,332,347,380
./spec/iriq/cli_spec.rb[1:8:10:2],359,441,496,402,442,476,564,490,430,496,430,441,400,343,341,1105,307,352,368
./spec/iriq/cli_spec.rb[1:8:10:3],1115,462,1684,1179,1316,5041,3197,1581,1287,526,1478,1498,415,351,1139,3320,1017,1264,1270
./spec/iriq/cli_spec.rb[1:8:10:4],359,1544,1009,389,419,504,615,468,430,1629,434,429,11336,358,322,1297,309,328,364
./spec/iriq/cli_spec.rb[1:8:10:5],612,431,1841,683,727,1514,1682,805,741,490,748,413,393,328,606,1883,297,666,793
./spec/iriq/cli_spec.rb[1:8:10:6],357,779,563,389,414,1387,863,1234,428,873,421,414,707,605,317,1023,300,325,406
./spec/iriq/cli_spec.rb[1:8:10:7],879,1084,1214,999,993,1990,1782,2693,1013,1185,1002,990,927,822,753,1672,732,826,956
./spec/iriq/cli_spec.rb[1:8:10:8],336,404,456,367,389,705,970,902,394,441,394,389,367,305,443,371,284,301,416
./spec/iriq/cli_spec.rb[1:8:10:9],492,405,685,553,573,1019,5917,1204,579,444,575,570,363,307,294,515,428,459,517
./spec/iriq/cli_spec.rb[1:8:10:10],358,641,487,408,428,1198,954,852,434,707,432,427,399,335,324,375,310,330,402
./spec/iriq/cli_spec.rb[1:8:10:11],311,373,415,352,493,1171,964,441,490,440,492,482,340,283,367,420,356,381,379
./spec/iriq/cli_spec.rb[1:8:10:12],430,525,582,501,386,912,828,575,385,605,388,381,468,394,290,324,277,294,490
./spec/iriq/cli_spec.rb[1:8:10:13],327,406,452,390,389,954,934,436,390,454,394,387,365,304,304,324,281,302,340
./spec/iriq/cli_spec.rb[1:8:10:14],257,312,347,308,388,738,643,335,386,349,390,10525,288,239,299,314,222,294,419
./spec/iriq/cli_spec.rb[1:9:1],1385,2929,2249,1651,1672,1995,9633,4616,1567,2021,1662,1751,5441,1442,1465,4647,1204,1397,1709
./spec/iriq/cli_spec.rb[1:9:2],308,882,445,378,404,448,1021,935,376,447,387,391,388,300,387,369,289,315,355
./spec/iriq/cli_spec.rb[1:10:1],937,2330,2248,1052,1154,1195,2194,2468,1084,1101,1083,1120,1033,905,891,1081,843,918,1017
./spec/iriq/cli_spec.rb[1:10:2],1330,1935,2889,1487,1587,1787,2116,2711,1567,1867,1593,1585,1495,1275,1356,1519,1201,1286,1507
./spec/iriq/cli_spec.rb[1:10:3],7237,9260,12137,15610,8228,11960,11950,30617,20500,9700,20784,8776,8249,6892,6996,11622,6523,6887,10891
./spec/iriq/cli_spec.rb[1:10:4],410,596,1068,956,469,677,596,1294,977,557,615,510,475,398,431,464,370,378,547
./spec/iriq/cli_spec.rb[1:10:5],725,973,1223,972,817,1176,1030,2064,1619,1267,1047,877,810,680,790,790,639,659,871
./spec/iriq/cli_spec.rb[1:11:1],821,11451,1227,993,927,1324,1134,4188,2026,1205,1137,1019,928,786,1732,1802,713,1670,1047
./spec/iriq/cli_spec.rb[1:11:2],1130,5510,3070,1356,1281,1875,3766,3123,1964,1706,1649,1579,1385,1261,437,492,1072,436,1757
./spec/iriq/cli_spec.rb[1:11:3],547,12940,1571,629,613,1099,1863,1649,742,730,744,674,612,514,524,558,482,492,718
./spec/iriq/cli_spec.rb[1:12:1:1],1589,19625,5853,1853,1824,3099,2607,3122,2101,2196,2172,1950,1850,1556,1347,2037,1438,1548,1960
./spec/iriq/cli_spec.rb[1:12:2:1],2427,4375,8148,2741,2691,4127,3573,12201,3044,3259,3192,2904,2725,2299,2035,2213,2156,2355,2655
./spec/iriq/cli_spec.rb[1:12:2:2],1308,1908,3419,1474,5796,2053,3237,2680,1631,1504,1735,1545,1462,1215,1279,1301,1146,1320,1440
./spec/iriq/cli_spec.rb[1:12:2:3],2692,3408,6681,3008,7431,3960,5540,3834,3395,3675,3237,3201,2986,2528,2589,2626,2330,2852,3318
./spec/iriq/cli_spec.rb[1:12:2:4],1946,2497,3113,2217,5177,2854,2724,2700,2432,2563,2398,2353,2172,1850,1951,1931,1724,2111,2225
./spec/iriq/cli_spec.rb[1:12:3:1],1269,1602,3413,1454,1619,1740,1741,1784,1656,1572,1670,1579,1471,1283,1512,3724,1165,1282,1411
./spec/iriq/cli_spec.rb[1:12:3:2],1307,2172,3452,1448,1558,1720,1770,1762,1610,1583,1705,1573,1448,1232,1416,1478,1158,1246,1563
./spec/iriq/cli_spec.rb[1:12:3:3],1269,4116,2030,1442,1531,1707,2066,1721,1624,1535,1666,1531,1425,1322,1324,1369,1126,1237,1527
./spec/iriq/cli_spec.rb[1:13:1],493,860,1059,543,579,846,1561,680,616,595,645,601,544,472,533,542,422,477,593
./spec/iriq/cli_spec.rb[1:13:2],514,774,1040,581,617,874,1437,719,655,629,660,630,579,497,562,565,457,499,680
./spec/iriq/cli_spec.rb[1:13:3],858,1265,1707,970,1042,1246,1520,1213,1059,1055,1053,1055,958,828,3525,2975,767,780,1144
./spec/iriq/cli_spec.rb[1:13:4],297,417,444,334,367,413,462,423,369,371,360,366,335,296,937,932,267,276,369
./spec/iriq/cli_spec.rb[1:14:1],382,499,1245,431,459,524,543,518,464,461,466,461,431,363,1119,1155,343,354,436
./spec/iriq/cli_spec.rb[1:14:2],359,476,1270,400,436,550,513,506,445,433,449,449,401,358,4567,3953,319,1346,395
./spec/iriq/cli_spec.rb[1:14:3],547,2045,1937,595,618,1895,2087,762,1691,1629,1710,1614,1523,1466,828,1145,1153,491,1875
./spec/iriq/cli_spec.rb[1:14:4],355,480,1099,411,423,507,510,498,449,447,450,442,414,367,828,714,333,639,449
./spec/iriq/clusterer_spec.rb[1:1:1],133,199,362,156,159,546,561,592,493,165,498,500,149,429,178,156,362,144,538
./spec/iriq/clusterer_spec.rb[1:1:2],79,466,127,91,94,105,108,111,96,412,102,99,393,81,84,84,69,82,105
./spec/iriq/clusterer_spec.rb[1:1:3],632,537,72662,696,490,617,848,861,501,496,503,497,466,403,674,662,360,452,514
./spec/iriq/clusterer_spec.rb[1:1:4],68,85,345,74,321,104,89,91,331,74,334,319,69,60,65,65,232,315,73
./spec/iriq/clusterer_spec.rb[1:1:5],68,383,219,75,80,95,88,90,82,342,83,83,76,307,67,69,60,79,96
./spec/iriq/clusterer_spec.rb[1:1:6],75,103,229,82,88,104,101,104,94,93,91,92,321,73,81,77,64,93,75
./spec/iriq/clusterer_spec.rb[1:2:1],99,128,270,112,118,134,132,135,119,123,119,118,119,93,106,101,84,119,99
./spec/iriq/clusterer_spec.rb[1:2:2],75,99,205,86,91,106,102,104,93,92,93,93,89,72,82,79,66,94,77
./spec/iriq/clusterer_spec.rb[1:2:3],49,61,116,55,57,65,64,64,58,58,57,58,55,46,51,49,40,54,47
./spec/iriq/concurrency_spec.rb[1:1],197431,163754,331529,145656,173552,221066,279610,279010,164531,196802,215838,211913,187323,127343,151370,123731,120160,123225,181991
./spec/iriq/corpus_spec.rb[1:1:1],217,306,398,249,276,393,314,296,253,261,313,276,278,228,239,211,221,266,272
./spec/iriq/corpus_spec.rb[1:1:2],795,1330,1497,8994,837,1482,1089,1219,1194,892,1238,875,1063,924,699,657,895,837,792
./spec/iriq/corpus_spec.rb[1:2:1],196,891,517,206,196,715,263,833,196,420,218,198,201,168,165,163,169,177,351
./spec/iriq/corpus_spec.rb[1:2:2],158,412,440,171,170,350,221,422,179,189,187,165,172,139,137,136,142,145,140
./spec/iriq/corpus_spec.rb[1:2:3],161,427,468,170,170,350,223,416,180,183,189,170,181,139,138,136,142,144,142
./spec/iriq/corpus_spec.rb[1:2:4],155,420,624,164,171,231,225,449,174,175,191,165,185,140,139,134,142,149,141
./spec/iriq/corpus_spec.rb[1:3:1],155,412,451,175,168,240,228,222,170,182,186,167,169,133,141,137,150,148,148
./spec/iriq/corpus_spec.rb[1:3:2],124,333,402,134,134,165,338,154,141,146,142,133,134,107,191,184,114,112,114
./spec/iriq/corpus_spec.rb[1:4:1],140,400,1088,153,255,242,210,180,255,164,269,254,160,129,129,127,224,135,156
./spec/iriq/corpus_spec.rb[1:4:2],272,359,661,298,174,645,381,347,180,190,181,176,177,237,150,136,152,257,291
./spec/iriq/corpus_spec.rb[1:4:3],142,183,363,164,157,397,215,181,166,171,167,173,151,130,131,130,130,135,144
./spec/iriq/corpus_spec.rb[1:4:4],809,1060,2300,936,934,1832,1228,1046,982,1001,1015,942,940,759,760,755,780,804,844
./spec/iriq/corpus_spec.rb[1:5:1],380,468,1408,429,426,782,524,464,447,456,457,423,422,346,350,335,342,362,395
./spec/iriq/corpus_spec.rb[1:5:2],358,433,544,398,504,772,488,437,422,447,427,517,397,326,430,402,326,350,377
./spec/iriq/corpus_spec.rb[1:5:3],407,434,576,469,404,750,562,514,424,432,431,406,499,419,323,309,335,419,443
./spec/iriq/corpus_spec.rb[1:6:1],90,106,123,98,95,157,134,113,102,108,106,94,93,76,79,73,80,85,87
./spec/iriq/corpus_spec.rb[1:6:2],282,351,362,318,317,599,378,352,337,349,342,320,329,261,264,246,277,271,271
./spec/iriq/corpus_spec.rb[1:6:3],234,285,324,265,268,446,307,294,276,297,283,262,257,214,256,231,217,223,290
./spec/iriq/corpus_spec.rb[1:6:4],236,293,311,263,305,373,368,296,324,305,330,307,314,260,223,204,252,227,249
./spec/iriq/corpus_spec.rb[1:6:5],209,252,524,235,235,312,332,261,251,265,258,239,248,192,193,178,197,199,203
./spec/iriq/corpus_spec.rb[1:7:1],550,682,722,629,628,1077,1239,682,660,697,663,624,620,513,512,469,509,514,612
./spec/iriq/corpus_spec.rb[1:7:2],752,922,936,854,851,1428,1046,1922,896,928,911,840,840,706,702,642,696,690,774
./spec/iriq/corpus_spec.rb[1:8:1],71,99,96,90,85,108,101,215,86,99,88,82,84,66,69,58,68,65,89
./spec/iriq/corpus_spec.rb[1:8:2],57,78,82,75,72,128,87,159,71,82,75,67,68,59,62,53,57,59,70
./spec/iriq/corpus_spec.rb[1:9:1],796,1021,1206,913,887,1251,1053,1527,828,1024,968,926,864,746,810,655,738,700,832
./spec/iriq/corpus_spec.rb[1:9:2],514,659,682,580,602,829,763,765,593,639,642,574,610,521,516,443,484,514,592
./spec/iriq/corpus_spec.rb[1:10:1],390,486,507,462,457,816,537,514,497,480,490,456,445,379,364,342,377,359,430
./spec/iriq/corpus_spec.rb[1:11:1],436,549,604,519,515,983,690,581,527,528,543,509,486,414,451,390,409,430,444
./spec/iriq/corpus_spec.rb[1:11:2],331,421,445,396,393,731,506,421,405,406,413,393,372,316,334,306,313,312,367
./spec/iriq/corpus_spec.rb[1:12:1],80,107,107,97,94,156,125,109,92,105,101,94,93,88,83,78,73,86,85
./spec/iriq/corpus_spec.rb[1:12:2],56,72,67,68,58,83,81,67,61,69,67,58,60,53,49,53,48,53,55
./spec/iriq/corpus_spec.rb[1:12:3],53,62,76,61,59,82,74,65,61,62,63,64,58,49,51,49,52,51,53
./spec/iriq/corpus_spec.rb[1:12:4],49,59,64,57,55,77,71,61,61,58,64,57,56,46,52,48,49,50,52
./spec/iriq/corpus_spec.rb[1:13:1],44,55,58,53,50,61,67,55,54,52,52,52,50,45,52,54,41,49,51
./spec/iriq/corpus_spec.rb[1:13:2],1869,2445,2755,2138,2225,3369,2639,2455,2101,2273,2407,2269,2020,1957,2355,1890,1770,2058,2131
./spec/iriq/corpus_spec.rb[1:13:3],3160,4185,4216,3659,3601,6242,7038,4417,3838,4010,3956,3753,3787,3184,3312,3087,3032,3027,3451
./spec/iriq/corpus_spec.rb[1:13:4],2278,2791,2931,2541,2538,4250,6167,3034,2692,2708,2749,2549,2513,2214,2108,2075,2078,2126,2290
./spec/iriq/corpus_spec.rb[1:14:1],1284,1564,1631,1417,1468,2535,2165,1710,1516,1524,1566,1460,1442,1208,1213,1163,1205,1178,1294
./spec/iriq/corpus_spec.rb[1:14:2],273,336,337,304,305,528,383,359,326,328,325,307,300,245,250,246,252,251,266
./spec/iriq/corpus_spec.rb[1:14:3],1091,1332,1360,1226,4039,2378,1482,1451,1292,1296,1316,1221,1221,990,1006,998,995,1010,1031
./spec/iriq/corpus_spec.rb[1:14:4],3937,2006,2181,1702,3991,3048,2321,2169,1702,1777,1934,1682,1730,1593,1557,1451,1455,1501,1689
./spec/iriq/corpus_spec.rb[1:14:5],1387,1507,1717,1543,2653,2530,4375,1849,1624,1654,1800,1569,1554,1231,1273,1283,1275,1262,1553
./spec/iriq/corpus_spec.rb[1:14:6],1294,1624,1561,1424,1411,2289,4339,1699,1506,1531,1653,1515,1352,1343,1139,1166,1081,1146,1338
./spec/iriq/corpus_spec.rb[1:15:1],302,427,349,317,317,420,2678,379,343,344,381,345,326,359,257,264,317,262,309
./spec/iriq/corpus_spec.rb[1:15:2],994,1133,1189,1108,1083,1969,3779,1241,1111,1130,1275,1116,1133,893,883,920,845,874,995
./spec/iriq/corpus_spec.rb[1:15:3],209,242,40074,232,227,415,292,274,306,312,266,313,233,199,184,188,181,289,252
./spec/iriq/corpus_spec.rb[1:15:4],914,1113,1298,1011,1028,1673,1204,1196,1071,1080,1194,11009,1051,854,840,861,872,832,983
./spec/iriq/corpus_spec.rb[1:16:1],88,102,137,95,97,167,119,115,101,107,112,118,101,85,80,81,83,86,87
./spec/iriq/corpus_spec.rb[1:16:2],23287,36722,93404,25346,26603,55193,42883,31800,32946,36594,47079,27295,36026,21560,21215,24933,21248,21619,24397
./spec/iriq/corpus_spec.rb[1:17:1],2288,2681,5262,2429,2469,2904,4294,2946,2658,2637,2681,2471,2487,2069,2000,2586,2011,2000,2383
./spec/iriq/corpus_spec.rb[1:17:2],2498,2773,4169,2533,2547,3000,4235,3018,2773,2736,2839,2557,2589,2128,2154,2178,2066,2059,2575
./spec/iriq/corpus_spec.rb[1:18:1],444,451,1169,400,404,501,527,509,470,441,461,410,441,349,733,819,332,670,414
./spec/iriq/corpus_spec.rb[1:18:2],791,243,2799,561,553,758,791,814,759,228,757,601,219,586,174,178,488,171,697
./spec/iriq/corpus_spec.rb[1:19:1],301,299,374,255,267,324,316,321,291,289,304,270,275,229,225,233,216,217,321
./spec/iriq/corpus_spec.rb[1:20:1],192,214,791,191,194,228,231,629,213,208,210,197,199,164,307,330,156,159,205
./spec/iriq/corpus_spec.rb[1:20:2],379,233,493,367,372,447,458,618,427,225,427,383,211,177,179,182,169,308,437
./spec/iriq/corpus_spec.rb[1:21:1],127,329,160,125,124,152,150,166,139,305,140,131,305,258,104,108,104,103,121
./spec/iriq/corpus_spec.rb[1:21:2],103,177,129,106,107,128,125,134,117,123,116,111,112,92,89,91,88,87,112
./spec/iriq/corpus_spec.rb[1:21:3],127,166,154,133,129,154,154,163,142,146,143,133,135,109,111,112,106,106,119
./spec/iriq/corpus_spec.rb[1:21:4],98,163,124,101,100,119,122,126,111,109,110,103,103,84,87,86,80,84,90
./spec/iriq/corpus_spec.rb[1:21:5],87,105,102,79,78,116,104,115,97,98,101,89,95,81,73,80,73,73,83
./spec/iriq/corpus_spec.rb[1:22:1],2538,2956,3303,2835,2764,3262,3280,3336,3014,2885,3164,2753,2745,2273,2319,2278,2243,2241,2713
./spec/iriq/corpus_spec.rb[1:22:2],2078,2571,2775,2299,2290,2689,2679,2747,2457,2539,2688,2287,2418,1992,1921,1918,1853,1854,2144
./spec/iriq/corpus_streaming_spec.rb[1:1:1],133918,174632,881499,134244,197231,233900,220041,213360,144648,157129,204234,144122,134600,109092,108809,110992,103887,101148,162793
./spec/iriq/corpus_streaming_spec.rb[1:1:2],147707,159110,957408,126584,156836,240060,203803,199673,125042,138807,152849,139794,129577,99044,104302,100932,96958,95103,124133
./spec/iriq/corpus_streaming_spec.rb[1:1:3],148075,162424,218885,124626,147709,214902,139280,225382,142701,174328,165244,136883,172001,98519,110898,98461,98199,92028,108048
./spec/iriq/corpus_streaming_spec.rb[1:2:1],143991,171537,266188,126723,156895,243003,166616,555422,155736,158986,166159,146398,144757,98071,104166,93554,98531,91240,106917
./spec/iriq/corpus_streaming_spec.rb[1:2:2],115123,171243,211447,138987,146022,166732,172220,218104,157118,153444,139326,129607,140548,96326,101452,92487,101442,88312,100529
./spec/iriq/corpus_streaming_spec.rb[1:3:1],125563,225026,234813,128072,130951,175443,153899,243509,195920,150973,153048,138126,121611,97769,102142,94434,99896,91944,103211
./spec/iriq/corpus_streaming_spec.rb[1:3:2],118396,168841,173649,135492,148581,193621,185138,270596,209776,147391,138402,128209,118961,99603,103395,98576,101160,92750,102098
./spec/iriq/corpus_streaming_spec.rb[1:4:1],120061,190525,148527,141263,142795,168435,209659,226924,147859,154588,117563,114179,116283,100493,101185,101327,93754,89455,97870
./spec/iriq/corpus_streaming_spec.rb[1:4:2],122665,218740,152967,136097,141463,171582,173943,271428,180021,141261,133792,126636,116287,105764,101392,95375,91005,88396,100311
./spec/iriq/corpus_streaming_spec.rb[1:4:3],125358,181634,146874,123111,130215,150951,161450,231680,142775,143159,147501,146049,115594,101433,103068,94449,91320,90429,112932
./spec/iriq/corpus_streaming_spec.rb[1:4:4],142180,193831,148951,126524,160415,143437,158412,236774,157212,146151,123400,139169,120722,101418,99859,99581,91218,90075,102602
./spec/iriq/corpus_streaming_spec.rb[1:4:5],219538,194602,164694,130898,141585,155804,151888,259807,153144,132064,128374,131532,125403,97395,101993,95220,92346,88917,105715
./spec/iriq/corpus_streaming_spec.rb[1:5:1],219775,236836,168367,152942,138926,171825,216657,205074,146051,144037,124181,147534,130066,96265,100989,90766,95543,88935,110537
./spec/iriq/corpus_streaming_spec.rb[1:6:1],177497,194846,148864,158210,123507,144079,232252,526126,157101,143042,141632,121501,122737,96149,106981,90075,93218,89843,106992
./spec/iriq/cross_host_shape_spec.rb[1:1:1],313,210,187,206,168,186,203,243,184,182,183,177,160,156,177,132,144,134,193
./spec/iriq/cross_host_shape_spec.rb[1:1:2],204,178,156,156,134,149,154,174,148,143,138,141,130,115,131,105,109,104,116
./spec/iriq/cross_host_shape_spec.rb[1:1:3],146,155,140,134,123,133,138,152,132,126,123,125,116,102,109,95,97,94,111
./spec/iriq/cross_host_shape_spec.rb[1:1:4],256,265,235,242,221,236,240,271,236,225,219,218,206,175,188,168,178,168,193
./spec/iriq/cross_host_shape_spec.rb[1:1:5],125,124,110,117,100,107,110,129,110,107,104,98,94,85,96,75,79,77,90
./spec/iriq/cross_host_shape_spec.rb[1:1:6],515,576,508,523,477,512,511,1094,516,479,484,474,454,374,403,364,370,360,426
./spec/iriq/cross_host_shape_spec.rb[1:2:1],73,69,66,66,65,66,69,98,65,64,59,59,57,53,58,51,50,47,61
./spec/iriq/cross_host_shape_spec.rb[1:2:2],42,48,42,44,39,42,43,55,42,41,38,39,37,32,35,31,30,30,1010
./spec/iriq/event_spec.rb[1:1:1],104,106,100,1404,93,1115,95,138,98,96,91,95,88,81,121,72,76,73,93
./spec/iriq/event_spec.rb[1:1:2],60,69,75,72,56,75,61,98,60,1115,56,56,720,56,55,43,43,44,51
./spec/iriq/event_spec.rb[1:1:3],75,89,63,66,72,69,1118,79,1121,62,57,815,68,46,54,648,52,42,48
./spec/iriq/event_spec.rb[2:1],72,76,72,77,68,73,89,83,70,64,1028,65,65,54,63,56,54,49,58
./spec/iriq/event_spec.rb[2:2],41,47,47,40,40,45,46,50,42,40,45,41,37,30,36,34,29,28,36
./spec/iriq/event_spec.rb[2:3],63,67,60,61,54,63,61,75,60,65,59,54,52,45,57,42,46,42,53
./spec/iriq/event_spec.rb[2:4],67,71,69,74,64,66,68,77,65,78,61,62,61,52,71,44,49,48,62
./spec/iriq/evidence_spec.rb[1:1:1],52,61,52,54,49,60,55,62,54,56,49,47,46,42,52,39,41,40,42
./spec/iriq/evidence_spec.rb[1:2:1],44,46,41,42,37,44,47,51,42,40,38,38,36,31,36,29,30,30,34
